100
10
0 0 0 0 0 0 27 49 5 5 
0 0 0 0 0 0 5 5 5 5 
0 0 0 0 7 7 5 34 5 49 
0 0 0 7 7 7 28 5 5 5 
0 0 7 7 7 7 28 5 5 5 
0 0 7 7 7 7 28 49 5 5 
0 0 7 7 7 7 28 5 5 5 
0 0 7 7 7 7 28 34 5 5 
0 0 0 7 7 7 1 49 50 50 
0 0 0 0 0 0 1 50 34 5 
0 0 0 0 0 0 1 50 50 34 
0 0 0 0 0 0 1 5 5 34 
0 0 0 0 0 0 1 5 5 5 
0 0 0 0 0 0 1 34 5 5 
0 0 0 0 0 0 15 5 5 5 
38 0 0 0 0 0 15 5 5 34 
40 0 0 0 0 0 15 5 5 5 
0 0 0 0 0 0 15 34 34 5 
0 0 0 0 0 0 15 5 5 5 
0 0 0 0 0 0 15 34 5 34 
0 0 0 0 0 0 30 5 5 5 
0 0 0 0 0 7 1 5 5 5 
0 0 0 0 7 7 1 34 34 5 
0 0 0 7 7 7 1 5 5 5 
0 0 0 7 7 7 1 5 5 34 
0 0 0 0 7 7 1 34 5 5 
0 0 0 0 7 7 1 5 5 5 
0 0 0 0 0 7 1 34 5 34 
0 0 0 0 0 29 1 5 5 5 
0 0 0 0 0 29 56 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
42 0 0 0 0 0 0 0 0 0 
44 0 0 0 0 0 0 0 0 0 
41 0 0 0 0 0 0 53 5 48 
41 0 0 0 0 0 0 54 48 5 
40 0 0 0 0 0 53 5 5 48 
0 0 0 0 0 0 54 5 5 5 
0 0 0 0 0 29 62 48 5 5 
0 0 0 0 0 0 1 5 5 46 
0 0 0 0 0 0 1 48 5 5 
0 0 0 0 0 7 1 5 5 48 
42 0 0 0 7 7 1 48 5 5 
40 0 0 7 7 7 1 5 5 5 
0 0 0 0 7 7 1 5 48 5 
0 0 0 0 0 0 1 5 48 5 
0 0 0 0 0 29 1 5 48 5 
0 0 0 0 0 53 62 5 5 5 
0 0 0 0 0 54 5 5 5 5 
0 0 0 0 0 1 5 5 5 5 
0 0 0 0 29 1 5 48 5 48 
0 0 0 0 0 1 5 5 5 5 
0 0 0 0 0 1 5 5 5 5 
0 0 0 0 53 62 50 5 5 50 
0 0 0 0 54 5 5 50 5 5 
0 0 0 29 64 5 5 5 5 50 
0 0 0 0 1 5 5 5 5 5 
0 0 0 7 1 50 5 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 29 1 5 5 50 5 50 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 5 50 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 50 5 5 5 
0 0 0 29 1 5 5 5 50 5 
0 0 0 29 1 5 5 5 5 5 
0 0 0 7 1 5 5 5 5 5 
42 0 0 7 1 5 5 5 5 5 
40 0 0 0 1 50 5 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 50 5 
0 0 0 29 1 5 5 5 50 5 
0 0 0 29 1 5 5 5 5 5 
0 0 0 29 1 50 5 5 5 5 
0 0 0 29 1 5 5 5 5 5 
0 0 0 29 1 5 5 5 50 5 
38 0 0 29 1 5 49 5 50 5 
44 0 0 29 1 50 5 5 5 5 
41 0 0 29 1 5 5 5 5 5 
40 0 0 7 1 5 5 5 50 5 
0 0 0 7 1 50 49 5 5 50 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 49 5 
0 0 0 29 1 5 49 5 5 5 
0 0 0 0 1 5 5 5 5 5 
0 0 0 0 1 5 5 5 5 49 
51 0 0 0 1 5 5 5 5 49 
0 0 0 29 1 5 49 5 5 5 
0 0 0 0 1 5 49 5 5 5 
0 0 0 29 1 5 5 5 49 5 
0 0 0 29 1 5 5 5 5 5 
0 0 0 0 1 49 5 5 49 5 
0 0 0 29 1 5 5 5 5 5 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
