100
12
0 0 0 0 0 0 0 0 0 1 5 5 
38 0 0 0 0 0 0 0 0 1 5 5 
39 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 38 0 0 0 0 0 0 0 1 5 5 
0 44 0 0 0 0 0 0 0 1 5 5 
0 44 0 0 0 0 0 0 0 1 5 5 
0 39 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 58 50 10 
0 0 0 0 0 0 0 0 0 1 48 10 
0 0 0 0 0 0 0 0 0 1 5 10 
0 0 0 0 0 0 0 0 0 1 49 50 
0 0 0 0 0 0 0 0 0 1 50 5 
0 0 0 0 0 0 0 0 0 61 50 5 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 7 0 0 0 0 
38 0 0 0 0 0 0 7 7 0 0 0 
40 0 0 0 0 0 0 7 7 0 0 0 
0 0 0 0 0 0 0 7 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
38 0 0 0 0 0 0 0 0 1 5 5 
40 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 42 0 0 0 0 0 0 0 1 5 5 
0 44 0 0 0 0 0 0 0 1 5 5 
0 41 0 0 0 0 0 0 0 1 5 5 
0 39 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 0 58 5 
0 0 0 0 0 0 0 0 0 0 0 5 
34 5 5 34 5 56 0 0 0 0 0 5 
5 5 5 5 5 0 0 0 0 0 0 0 
5 5 34 34 5 0 0 0 0 0 0 0 
5 5 5 5 5 0 0 0 0 0 0 0 
5 5 5 34 5 13 0 0 0 0 0 5 
0 0 0 0 0 0 0 0 0 0 27 5 
0 0 0 0 0 0 0 0 0 27 27 5 
0 0 0 0 0 0 0 0 0 27 27 5 
0 0 0 0 0 0 0 0 0 27 1 5 
0 0 0 0 0 0 0 0 0 0 1 5 
0 38 0 0 0 0 0 0 0 0 1 5 
0 44 0 0 0 0 0 0 0 0 1 5 
0 44 0 0 0 0 0 0 0 7 1 5 
0 44 0 0 0 0 0 0 7 7 5 28 
0 44 0 0 0 0 0 7 7 7 5 5 
0 40 0 0 0 0 0 0 0 27 5 5 
0 0 0 0 0 0 0 0 0 27 5 5 
0 0 0 0 0 0 0 0 0 5 28 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 1 28 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 7 5 5 5 
0 0 0 0 0 0 0 7 7 5 5 5 
0 0 0 0 0 0 7 7 7 1 5 5 
0 0 0 0 0 0 7 7 7 1 5 5 
0 0 0 0 0 0 0 0 7 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
38 0 0 0 0 0 0 0 0 1 5 5 
39 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 7 0 0 0 0 0 
0 0 0 0 0 0 7 0 0 0 0 0 
0 0 0 0 0 0 7 0 0 0 0 0 
0 0 0 0 0 0 7 0 0 0 0 0 
0 0 0 0 0 0 7 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 15 5 5 
0 38 0 0 0 0 0 0 0 1 5 5 
0 39 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 9 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 
38 0 0 0 0 0 0 0 0 13 0 0 
41 0 0 0 0 0 0 0 0 5 5 5 
39 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 5 5 5 
0 0 0 0 0 0 0 0 0 61 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
0 0 0 0 0 0 0 0 0 1 5 5 
